Species,Subspecies,Preliminary,Collector,Colnumber,Herbarium,Group,Country,Area,Status,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
C. hallierianus,,Ce. discolor,H. Hallier,3387,FI,Ceratolobus,Indonesia,Borneo,pistillate,,,,,,,,,,,38.3,17,,,,,4,19.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. hallierianus,,Ce. discolor,H. Rustiami,1856,BO,Ceratolobus,Indonesia,Sumatra,?,0.04,0.06,100,100,,15,2.33,35,,8,24.5,14,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Andersen,13279,K,Ceratolobus,Malaysia,Borneo,sterile,1.02,1.03,111.25,111.41,,,,17.5,,,20.7,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,3961,K,Ceratolobus,Indonesia,Sumatra,sterile,0.37,-0.61,101,101,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,3986,K,Ceratolobus,Indonesia,Sumatra,sterile,0.37,-0.61,101,101,350,,0.75,12,,,19,8.8,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,3987,BO,Ceratolobus,Indonesia,Sumatra,?,0.37,-0.61,101,101,350,15,1.8,10,,6,29.5,11,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,4628,BH,Ceratolobus,Malaysia,Borneo,sterile,1.24,1.4,110.18,110.3,25,,1.34,28,50,5,22,6.2,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,4634,KEP,Ceratolobus,Malaysia,Borneo,pistillate,1.24,1.4,110.18,110.3,25,20,1.66,35,,8,35,10.2,,,,60,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,4644,KEP,Ceratolobus,Malaysia,Borneo,pistillate,1.06,1.1,110.56,110.93,50,10,2.02,15,,7,27,7,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,4663,KEP,Ceratolobus,Malaysia,Borneo,sterile,1.06,1.1,110.56,110.93,50,,0.91,10,,,19,5,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,4717,KEP,Ceratolobus,Malaysia,Borneo,pistillate,1.36,1.6,110.11,110.18,200,20,1.93,35,,8,32.5,9.6,,,,60,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,5275,K,Ceratolobus,Malaysia,Borneo,staminate,4.03,4.05,114.56,114.93,300,20,1.77,,,9,20,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,5972,BH,Ceratolobus,Malaysia,Borneo,pistillate,4.12,4.2,113.59,113.98,200,10,2.35,35,,10,27.5,9.5,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Dransfield,6077,BH,Ceratolobus,Malaysia,Borneo,?,1.06,1.1,110.56,110.93,100,5,2.66,25,,6,42.5,12,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Hewitt,s.n.,FI,Ceratolobus,Malaysia,Borneo,pistillate,,,,,,,,,,,25,9.2,,,,,4.5,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Mogea,4030,BO,Ceratolobus,Indonesia,Borneo,?,0.5,-0.83,112.5,112.83,500,20,2.05,50,,7,22,8,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Mogea,4421,BO,Ceratolobus,Indonesia,Borneo,?,1.15,-1.25,112.4,112.66,200,8,1.33,6,,,14,5.3,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,J. Mogea,7398,K,Ceratolobus,Indonesia,Borneo,sterile,1.4,-1.66,115.23,115.38,50,,1.13,8,,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,K. Wong,489,SING,Ceratolobus,Brunei,Borneo,?,4.37,4.61,114.32,114.53,,12,3.24,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,0,4,1,1,2,2,0,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,M. Coode,6830,K,Ceratolobus,Brunei,Borneo,pistillate,4.22,4.36,114.28,114.46,100,8,2.79,30,,7,39.5,7,,,,,,14.2,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,M. Ramos,1490,K,Ceratolobus,Malaysia,Borneo,staminate,,,,,,,2.43,,,,35,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,N. Nangkat,BRUN 15120,SING,Ceratolobus,Brunei,Borneo,?,4.39,4.65,114.32,114.53,,5,3.21,,,,30.5,,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,N. Watanabe,NMW20,K,Ceratolobus,Indonesia,Borneo,sterile,0.59,0.98,113.15,113.25,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,N. Watanabe,NMW38,K,Ceratolobus,Brunei,Borneo,pistillate,4.35,4.58,114.4,114.66,20,9,3.18,86,141,8,45,15.2,,,,81,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,O. Beccari,1915,FI,Ceratolobus,Malaysia,Borneo,sterile,,,,,,,1.69,21,,,27,11.2,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,P. Ashton,S.12138,K,Ceratolobus,Malaysia,Borneo,pistillate,2.08,2.13,113.34,113.56,,,,,,,34.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,T. Whitmore,3130,K,Ceratolobus,Malaysia,Borneo,pistillate,4.14,4.23,114.52,114.86,,,2.99,,,,32,14.2,,,,57,2.8,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,,,,,,,,,
C. hallierianus,,Ce. kingianus,Chua,FRI 46698,KEP,Ceratolobus,Malaysia,Peninsular,staminate,4.25,4.41,102.49,102.81,160,8,1.9,19,57,7,18,5.5,,34.5,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,Dr. King's collector,2547,K,Ceratolobus,Malaysia,Peninsular,staminate,4.51,4.85,100.47,100.78,,,,18,,,24,7.5,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,Dr. King's collector,2856,FI,Ceratolobus,Malaysia,Peninsular,pistillate,4.51,4.85,100.47,100.78,,,,13,,,23,8,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,,,,,,,,,
C. hallierianus,,Ce. kingianus,E. Corner,s.n.,SING,Ceratolobus,Malaysia,Peninsular,sterile,4.18,4.3,103.09,103.15,,,1.22,20,69,5,22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,J. Dransfield,4574,SING,Ceratolobus,Malaysia,Peninsular,?,3.06,3.1,103.06,103.1,10,10,1.21,10,47,5,20.5,9,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,J. Dransfield,5080,KEP,Ceratolobus,Malaysia,Peninsular,sterile,2.25,2.41,103.15,103.25,200,,0.87,17,,,18,5.5,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,J. Dransfield,5198,BH,Ceratolobus,Malaysia,Peninsular,staminate,4.2,4.33,103.07,103.11,50,15,2.59,50,,,29.5,8.8,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,L. Wray,2869,SING,Ceratolobus,Malaysia,Peninsular,pistillate,5,5,100.53,100.88,,,2.04,17,,,22.5,9,,,,25,2.7,14.2,10.4,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. hallierianus,,Ce. kingianus,Saw Leng Guan,FRI 44435,KEP,Ceratolobus,Malaysia,Peninsular,sterile,2.25,2.41,103.15,103.25,90,,1.38,16,49,4,21,6.2,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,Saw Leng Guan,FRI 44972,KEP,Ceratolobus,Malaysia,Peninsular,sterile,4.57,4.95,103.06,103.1,150,,1.71,20,,,24,8.5,,,,,,,,0,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. kingianus,T. Whitmore,FRI 8924,KEP,Ceratolobus,Malaysia,Peninsular,sterile,4.43,4.71,103,103,,,0.93,18,,,15.5,6,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. concolor,H. Forbes,1561,K,Ceratolobus,Indonesia,Sumatra,sterile,4.36,-4.6,105.22,105.36,,,,,,,16.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,0,4,1,1,2,2,2,0,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. pseudoconcolor,C. Grashoff,189,FI,Ceratolobus,Indonesia,Sumatra,pistillate,5.24,-5.4,105.21,105.35,,,0.64,14,,,11.6,4.5,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,0,0,
